,dataset_code,limno_run,location_name,location_code,date_time,depth_m,nh4_um,no2_um,no3_um,srp_um
0,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,4.0,2.2,0.13,7.2,0.34
1,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,6.0,1.6,0.11,7.2,0.47
2,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,8.0,0.6,0.12,9.8,0.36
3,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,10.0,0.5,0.13,11.9,0.28
4,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,12.0,1.8,0.18,16.6,0.58
5,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,13.0,3.0,0.24,25.9,0.83
6,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,15.0,0.7,0.12,9.8,0.48
7,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,18.0,28.6,1.32,61.4,2.05
8,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,20.0,60.9,4.58,89.0,2.12
9,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,22.0,174.5,9.49,124.5,2.53
10,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,25.0,215.1,25.5,139.7,2.48
11,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,30.0,261.4,45.39,171.1,2.3
12,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,35.0,215.6,40.81,172.8,2.35
13,LIMNO_NUTRIENTS,EB9394L1,East Lake Bonney,BONE30,1993-10-27,39.0,192.8,38.4,163.7,2.88
14,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,4.0,1.4,0.13,5.6,0.32
15,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,6.0,1.0,0.1,5.5,0.32
16,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,8.0,1.4,0.1,6.7,0.38
17,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,10.0,1.5,0.1,6.9,0.26
18,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,12.0,0.8,0.12,9.3,0.49
19,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,13.0,1.5,0.13,14.8,0.61
20,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,14.0,75.2,0.33,22.9,1.45
21,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,15.0,15.6,0.21,16.2,0.66
22,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,17.0,162.3,0.68,19.5,2.28
23,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,20.0,148.9,0.52,14.0,2.35
24,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,22.0,190.9,0.48,9.4,2.52
25,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,25.0,222.7,0.13,1.3,2.56
26,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,30.0,254.0,0.05,0.1,2.49
27,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,35.0,280.1,0.13,0.0,2.57
28,LIMNO_NUTRIENTS,WB9394L1,West Lake Bonney,BONW20,1993-10-29,38.0,305.7,0.13,0.0,3.2
29,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,4.0,0.4,0.05,0.1,0.31
30,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,6.0,0.2,0.05,0.0,0.19
31,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,8.0,0.4,0.02,0.1,0.51
32,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,10.0,0.2,0.0,0.0,0.78
33,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,12.0,0.2,0.01,0.0,0.92
34,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,14.0,0.2,0.02,0.7,1.11
35,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,16.0,0.0,0.01,3.7,1.04
36,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,18.0,0.0,0.01,3.7,1.25
37,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,20.0,0.0,0.0,4.1,1.32
38,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,22.0,0.1,0.01,4.0,1.17
39,LIMNO_NUTRIENTS,HOA9394L1,Lake Hoare,HORLT1,1993-11-06,25.0,0.2,0.02,8.0,1.22
40,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,4.0,,,,
41,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,6.0,,,,
42,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,8.0,,,,
43,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,10.0,,,,
44,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,12.0,,,,
45,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,13.0,,,,
46,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,15.0,,,,
47,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,18.0,,,,
48,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,20.0,,,,
49,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,22.0,,,,
50,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,25.0,,,,
51,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,30.0,,,,
52,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,35.0,,,,
53,LIMNO_NUTRIENTS,EB9394L2,East Lake Bonney,BONE30,1993-11-10,38.0,,,,
54,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,4.0,,,,
55,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,6.0,,,,
56,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,8.0,,,,
57,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,10.0,,,,
58,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,12.0,,,,
59,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,13.0,,,,
60,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,14.0,,,,
61,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,15.0,,,,
62,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,17.0,,,,
63,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,20.0,,,,
64,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,22.0,,,,
65,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,25.0,,,,
66,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,30.0,,,,
67,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,35.0,,,,
68,LIMNO_NUTRIENTS,WB9394L2,West Lake Bonney,BONW20,1993-11-12,37.0,,,,
69,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,4.0,0.6,0.01,0.0,0.57
70,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,6.0,0.5,0.01,0.0,0.97
71,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,7.0,0.4,0.0,0.0,0.83
72,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,8.0,0.3,0.0,0.0,1.68
73,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,9.0,0.1,0.01,0.0,2.11
74,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,10.0,8.3,0.02,0.0,2.6
75,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,11.0,68.7,0.02,0.0,7.65
76,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,12.0,106.1,0.04,0.0,12.65
77,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,15.0,307.4,0.12,0.0,34.72
78,LIMNO_NUTRIENTS,FRX9394L1,Lake Fryxell,FRXLT1,1993-11-16,17.0,397.1,0.13,0.0,40.65
79,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,4.0,1.6,0.12,6.7,0.41
80,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,6.0,1.4,0.12,7.1,0.44
81,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,8.0,0.6,0.12,9.9,0.46
82,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,10.0,1.0,0.14,12.3,0.53
83,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,12.0,1.8,0.2,20.1,0.66
84,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,13.0,2.4,0.13,14.1,0.69
85,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,15.0,7.0,0.28,29.2,1.01
86,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,18.0,28.8,1.39,59.3,1.84
87,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,20.0,66.8,5.6,88.9,2.14
88,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,22.0,134.4,7.03,116.5,2.58
89,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,25.0,206.9,25.61,129.4,2.48
90,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,30.0,216.0,43.5,163.6,2.34
91,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,35.0,211.9,38.21,154.4,2.35
92,LIMNO_NUTRIENTS,EB9394L3,East Lake Bonney,BONE30,1993-11-24,38.0,63.7,36.47,149.8,2.91
93,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,4.0,0.9,0.13,5.4,0.19
94,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,6.0,0.8,0.1,5.7,0.43
95,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,8.0,0.6,0.09,6.5,0.35
96,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,10.0,1.3,0.09,7.4,0.39
97,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,12.0,0.6,0.12,9.8,0.51
98,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,13.0,1.3,0.14,14.2,0.58
99,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,14.0,106.6,0.21,21.5,2.44
100,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,15.0,151.2,0.36,19.6,2.67
101,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,17.0,152.3,0.71,19.8,2.67
102,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,20.0,178.6,0.44,15.9,2.81
103,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,22.0,197.3,0.36,7.8,3.11
104,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,25.0,224.9,0.33,1.4,3.08
105,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,30.0,187.0,0.33,0.0,3.23
106,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,35.0,286.1,0.09,0.0,2.07
107,LIMNO_NUTRIENTS,WB9394L3,West Lake Bonney,BONW20,1993-11-26,39.0,320.3,0.21,0.0,3.32
108,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,4.0,0.1,0.0,0.0,0.59
109,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,6.0,0.2,0.02,0.1,0.15
110,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,8.0,0.3,0.06,0.0,0.58
111,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,10.0,0.1,0.01,0.0,0.88
112,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,12.0,0.1,0.01,0.0,1.03
113,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,14.0,0.5,0.02,0.1,1.29
114,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,16.0,0.0,0.04,2.9,1.36
115,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,18.0,0.0,0.02,3.5,1.43
116,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,20.0,0.0,0.02,3.7,1.47
117,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,22.0,0.0,0.02,3.8,1.52
118,LIMNO_NUTRIENTS,HOA9394L2,Lake Hoare,HORLT1,1993-12-01,25.0,0.1,0.01,7.3,1.57
119,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,4.0,,,,
120,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,6.0,,,,
121,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,8.0,,,,
122,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,10.0,,,,
123,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,12.0,,,,
124,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,13.0,,,,
125,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,15.0,,,,
126,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,18.0,,,,
127,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,20.0,,,,
128,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,22.0,,,,
129,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,25.0,,,,
130,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,30.0,,,,
131,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,35.0,,,,
132,LIMNO_NUTRIENTS,EB9394L4,East Lake Bonney,BONE30,1993-12-07,38.0,,,,
133,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,4.0,0.8,0.02,0.0,0.64
134,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,6.0,0.7,0.01,0.0,0.68
135,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,7.0,0.8,0.26,0.0,0.81
136,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,8.0,0.5,0.01,0.0,1.24
137,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,9.0,0.4,,0.0,2.12
138,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,10.0,9.0,0.02,0.0,2.73
139,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,11.0,46.9,0.03,0.0,5.86
140,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,12.0,116.0,0.06,0.0,10.97
141,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,15.0,238.0,0.25,0.0,28.09
142,LIMNO_NUTRIENTS,FRX9394L2,Lake Fryxell,FRXLT1,1993-12-07,17.0,359.7,0.17,0.0,37.5
143,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,4.0,,,,
144,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,6.0,,,,
145,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,8.0,,,,
146,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,10.0,,,,
147,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,12.0,,,,
148,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,13.0,,,,
149,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,14.0,,,,
150,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,15.0,,,,
151,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,17.0,,,,
152,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,20.0,,,,
153,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,25.0,,,,
154,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,30.0,,,,
155,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,35.0,,,,
156,LIMNO_NUTRIENTS,WB9394L4,West Lake Bonney,BONW20,1993-12-09,37.0,,,,
157,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,4.0,0.3,0.12,7.0,0.18
158,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,6.0,0.4,0.1,6.3,0.12
159,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,8.0,0.3,0.13,9.8,0.56
160,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,10.0,,0.15,12.5,0.51
161,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,12.0,0.8,0.18,19.1,0.59
162,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,13.0,1.4,0.19,19.4,0.65
163,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,15.0,7.4,0.3,31.0,1.08
164,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,18.0,4.9,1.47,59.5,2.05
165,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,20.0,,5.62,87.7,2.1
166,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,22.0,166.3,6.29,118.3,2.55
167,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,25.0,213.8,27.58,128.4,2.44
168,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,30.0,223.2,43.53,162.6,2.25
169,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,35.0,210.5,39.16,155.4,2.19
170,LIMNO_NUTRIENTS,EB9394L5,East Lake Bonney,BONE30,1993-12-21,38.0,199.1,38.29,154.4,2.43
171,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,4.0,2.0,0.13,7.0,0.39
172,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,6.0,0.0,,,
173,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,8.0,1.4,0.12,7.8,0.42
174,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,10.0,0.8,0.17,10.3,0.52
175,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,12.0,7.5,0.18,18.5,0.8
176,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,13.0,0.4,0.01,0.0,
177,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,14.0,116.3,0.25,20.6,2.29
178,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,15.0,144.1,0.4,18.7,2.57
179,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,17.0,158.2,0.75,19.3,2.55
180,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,20.0,177.5,0.6,15.5,2.78
181,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,22.0,188.3,0.36,7.8,2.94
182,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,25.0,222.2,0.25,1.2,2.97
183,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,30.0,255.1,0.13,0.0,2.95
184,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,35.0,281.9,0.13,0.0,2.96
185,LIMNO_NUTRIENTS,WB9394L5,West Lake Bonney,BONW20,1993-12-23,39.0,312.2,0.21,0.0,3.07
186,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,4.0,0.6,0.02,0.1,0.11
187,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,6.0,0.3,0.05,0.1,0.34
188,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,8.0,0.0,0.01,0.0,0.33
189,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,10.0,0.0,0.01,0.0,0.83
190,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,12.0,0.0,0.0,0.0,1.05
191,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,14.0,0.0,0.01,0.0,1.13
192,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,16.0,0.1,0.02,2.0,1.37
193,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,18.0,0.0,0.04,2.8,1.1
194,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,20.0,0.0,0.01,3.0,1.45
195,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,22.0,0.0,0.03,3.1,1.54
196,LIMNO_NUTRIENTS,HOA9394L3,Lake Hoare,HORLT1,1993-12-30,25.0,0.1,0.02,6.6,1.47
197,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,4.0,0.6,0.04,0.0,0.28
198,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,6.0,0.4,0.03,0.0,0.39
199,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,7.0,0.3,0.01,0.0,0.76
200,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,8.0,0.2,0.01,0.0,1.35
201,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,9.0,0.0,0.01,0.0,2.09
202,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,10.0,5.7,0.01,0.0,2.68
203,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,11.0,52.2,0.01,0.0,7.61
204,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,12.0,126.1,0.07,0.0,14.66
205,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,15.0,296.2,0.32,0.0,32.01
206,LIMNO_NUTRIENTS,FRX9394L3,Lake Fryxell,FRXLT1,1994-01-07,17.0,487.5,0.14,0.0,51.19
207,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,4.0,0.5,0.02,0.0,0.47
208,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,4.5,0.7,0.01,0.0,0.18
209,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,5.0,0.5,0.01,0.0,0.22
210,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,5.5,0.5,0.01,0.0,0.39
211,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,6.0,0.4,0.01,0.0,0.46
212,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,7.0,0.2,0.01,0.0,1.29
213,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,8.0,0.4,0.01,0.0,1.82
214,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,9.0,0.2,0.03,0.0,2.78
215,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,10.0,15.8,0.08,0.0,3.73
216,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,11.0,66.4,0.06,0.0,10.65
217,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,12.0,152.4,0.09,0.0,13.53
218,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,15.0,333.2,0.03,0.0,33.72
219,LIMNO_NUTRIENTS,FRX9394L4,Lake Fryxell,FRXLT1,1994-01-18,17.0,422.5,0.38,0.2,44.3
220,LIMNO_NUTRIENTS,HOA9394L4,Lake Hoare,HORLT1,1994-01-19,4.0,0.1,0.03,0.0,0.54
221,LIMNO_NUTRIENTS,HOA9394L4,Lake Hoare,HORLT1,1994-01-19,4.5,0.0,0.01,0.0,0.5
